Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,175415,Parkview Residences,5920 N Ridge,60660,EDGEWATER,Multifamily Housing,55000,1920,1,90,149514,3989238,,,,75.3,84.7,82.8,92.6,239.5,4.4,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,126258,Belmont and Central,5630 W. Belmont,60634,PORTAGE PARK,Supermarket/Grocery Store,93857,1949,6,,6897798,4793278,,,,124.6,284.4,128.1,287,1530,16.3,41.93891623,-87.7680804,"(41.93891623, -87.7680804)"
2017,172128,The Moody Memorial Church,1609 1641 N LASALLE DR,60614,LINCOLN PARK,Worship Facility,145300,1925,1,33,4718267,5660000,,,,71.4,142.9,75.7,147.4,1173,8.1,41.91180513,-87.63261624,"(41.91180513, -87.63261624)"
2017,101733,Two North Riverside Plaza,2 North Riverside Plaza,60606,NEAR WEST SIDE,Office,741315,1929,1,77,39986900,11599829,,,,69.6,185.8,73.1,192.9,8009.5,10.8,41.88253679,-87.63918687,"(41.88253679, -87.63918687)"
2017,101950,332 Property LLC,332 South Michigan Ave.,60604,LOOP,Office,529401,1910,1,72,19032051,27485822,,,,87.9,167.4,93.3,173.1,4978.8,9.4,41.87724917,-87.6247034,"(41.87724917, -87.6247034)"
2017,238850,100 Bellevue Place,100 East Bellevue Place,60611,NEAR NORTH SIDE,Multifamily Housing,350600,1970,1,75,6816402,21100741,,,,79.6,124.2,85.5,131.3,2381.1,6.8,41.90191981,-87.62566874,"(41.90191981, -87.62566874)"
2017,173774,2828 N Burling,2828 N Burling Street,60657,LAKE VIEW,Multifamily Housing,60665,1965,1,78,1683870,897340,,,,42.5,102.7,42.5,102.7,359,5.9,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,250142,850 West Jackson,850 West Jackson,60607,NEAR WEST SIDE,Office,106056,1912,1,15,11231905,,,,,105.9,332.5,109.6,344,2076.7,19.6,41.87816461,-87.64925147,"(41.87816461, -87.64925147)"
2017,158774,Bethany Methodist Communities,4950 N. Ashland Ave.,60640,UPTOWN,Senior Care Community,121446,1953,1,36,3931446,4743600,,,,71.4,142.7,73,144.3,978.9,8.1,41.97200247,-87.67000465,"(41.97200247, -87.67000465)"
2017,216479,1122 N Dearborn,1122 N Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,235263,1999,1,56,5486148,11985100,,,,74.3,126.7,78.9,131.2,1650.9,7,41.90249434,-87.63034062,"(41.90249434, -87.63034062)"
2017,156536,228 South Wabash Building,228 South Wabash,60604,LOOP,Office,64630,1930,1,44,3905566,,,,,60.4,169.2,63.1,176.8,649.7,10.1,41.8791193,-87.62611087,"(41.8791193, -87.62611087)"
2017,252076,Acero School - Officer Donald J. Marquez,2916 W. 47th St.,60632,BRIGHTON PARK,K-12 School,58150,2007,1,88,2752204,934234,,,,63.4,165.5,67.7,173.1,558.5,9.6,41.80856277,-87.69718607,"(41.80856277, -87.69718607)"
2017,251687,PeirceSchOf-CPS,1423 W Bryn Mawr Ave,60660,EDGEWATER,K-12 School,133238,1930,1,56,3694712,4718186,,,,63.1,124.3,71,132.5,933.7,7,41.98305225,-87.66613248,"(41.98305225, -87.66613248)"
2017,251359,Kershaw Elem-CPS,6450 S Lowe Ave,60621,ENGLEWOOD,K-12 School,51900,1962,1,40,1213514,2765059,,,,76.7,129.4,85.4,139.4,371.2,7.2,41.77674229,-87.64115758,"(41.77674229, -87.64115758)"
2017,160383,Cambridge Manor,2631 S. Indiana Ave.,60616,DOUGLAS,Multifamily Housing,247000,1972,1,66,4326843,16592155,,,,84.7,125.5,90.3,131.6,1681.3,6.8,41.84526992,-87.62201708,"(41.84526992, -87.62201708)"
2017,260034,Algonquin #5,1617 E. 50th Street,60615,KENWOOD,Multifamily Housing,59310,1950,1,18,1180555,6089274,,,,122.6,170.3,132.5,181.2,541.7,9.1,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,172789,Lake Meadows 5,3445 S Rhodes Ave,60616,DOUGLAS,Multifamily Housing,107500,1952,1,39,847053,12753898,,,,126.5,149.3,136.6,159.8,834,7.8,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2017,251294,954 W Washington Blvd,954 W Washington Blvd,60607,NEAR WEST SIDE,Office,140000,1889,1,99,2242390,2553600,,,,34.3,69.4,36.4,71.3,550.2,3.9,41.88352088,-87.65172304,"(41.88352088, -87.65172304)"
2017,104105,Sheridan Shores,640 W. Sheridan Road,60613,LAKE VIEW,Multifamily Housing,60918,1970,1,90,768178,3092682,,,,63.4,92.9,66.4,95.6,306.3,5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2017,160329,Lafayette Plaza Housing Cooperative,50 W 71st St,60621,GREATER GRAND CROSSING,Multifamily Housing,224058,1965,1,67,3842902,17479114,,,,95.2,135.8,101.7,142.7,1638.9,7.3,41.76573166,-87.62237195,"(41.76573166, -87.62237195)"
2017,101980,Harold Washington College,30 East Lake Street,60601,LOOP,College/University,345300,1983,1,,16706118,1080694,,,,51.5,155.2,52.3,157.1,3146.3,9.1,41.88606565,-87.62685764,"(41.88606565, -87.62685764)"
2017,241989,30 East Elm Condominium Association,30 E Elm St,60611,NEAR NORTH SIDE,Multifamily Housing,102100,1958,1,19,2396049,10439800,,,,125.7,181.1,135.6,192.1,997.5,9.8,41.90322796,-87.62742084,"(41.90322796, -87.62742084)"
2017,173655,ACME Hotel Company,15 E Ohio St,60611,NEAR NORTH SIDE,Hotel,80000,1927,1,69,3781196,2135998,,,,74,176.4,75.6,180.3,812.6,10.2,41.89224796,-87.62750277,"(41.89224796, -87.62750277)"
2017,252057,"Beecher, Kelley, Green, Foster, Social Science Research Building",1126 East 59th Street,60637,HYDE PARK,Office,181231,1929,3,,3853912,,11206884,,,83.1,141.2,88,146.9,1456.7,8,41.78781347,-87.59827692,"(41.78781347, -87.59827692)"
2017,104511,Hollywood Property,1040 W Hollywood,60625,EDGEWATER,Multifamily Housing,70000,1973,1,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,158396,180 North Jefferson Apartments,180 North Jefferson Street,60661,NEAR WEST SIDE,Multifamily Housing,229175,2004,1,26,9074903,14031289,,,,100.8,188.6,108.8,199.7,2423.2,10.6,41.88541488,-87.64306225,"(41.88541488, -87.64306225)"
2017,260008,2715 NMA LLC,2731 2739 N Milwaukee,60647,LOGAN SQUARE,Mixed Use Property,50000,1920,1,,338679,40868,,,,7.6,22.1,7.7,22.2,64.8,1.3,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2017,251918,1309 N Wells,1309 N Wells St,60610,NEAR NORTH SIDE,Multifamily Housing,115503,1990,1,34,2608385,7879680,,,,90.8,142.5,97.5,150.3,900.8,7.8,41.90604144,-87.63411225,"(41.90604144, -87.63411225)"
2017,254048,St. Leo Residence,7750 S. Emerald,60620,Auburn Gresham,Multifamily Housing,65632,2006,1,,2411827,4067747,,,,98.7,180.5,103.6,184.8,662,10.1,41.73979805,-87.65349931,"(41.73979805, -87.65349931)"
2017,260101,Submit 2018* - 4747 S King Dr,4747 S. Martin Luther King Drive,60615,GRAND BOULEVARD,Multifamily Housing,245150,1973,1,100,3801657,,,,,15.5,48.7,15.1,47.5,702.9,2.9,41.80776255,-87.61618581,"(41.80776255, -87.61618581)"
2017,173497,Shop & Save Market - Nagle,6312 N. Nagle Ave,60646,NORWOOD PARK,Supermarket/Grocery Store,66711,1987,1,1,8371615,76500541,,,,1272.2,1598.1,1381.2,1711.6,5611.2,84.1,41.99589087,-87.78753092,"(41.99589087, -87.78753092)"
2017,174182,Lewis Towers-ID# 174182,820 N Michigan Ave,60611,NEAR NORTH SIDE,Office,216081,1980,1,85,7862330,9678610,,,,81.2,161.3,86.5,166.3,1967.8,9.1,41.897462,-87.624885,"(41.897462, -87.624885)"
2017,239704,Renaissance Place at Hyde Park Condominium Association South,1000 E 53rd,60615,HYDE PARK,Multifamily Housing,209025,1975,1,86,3618460,6487398,,,,48.3,86.9,51.3,90.3,1013.6,4.8,41.79965599,-87.60103303,"(41.79965599, -87.60103303)"
2017,251272,Walmart Supercenter #01-5781,8331 S Stewart Ave,60620,CHATHAM,Wholesale Club/Supercenter,148364,2012,1,51,14338548,6307375,,,,139.2,348.1,144.1,352.7,2986.1,20.1,41.742502,-87.634048,"(41.742502, -87.634048)"
2017,105673,Holiday Inn Downtown Chicago,506 W Harrison St.,60607,NEAR WEST SIDE,Hotel,150937,1967,1,52,6298126,8808748,,,,100.1,192.3,105.7,200.6,1632.4,10.8,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,250078,Henry Horner,1815 W. MONROE STREET,60612,NEAR WEST SIDE,Multifamily Housing,483032,1969,3,100,3202998,6132649,,,,19.3,34.2,20.1,35,918,1.9,41.88005275,-87.67231085,"(41.88005275, -87.67231085)"
2017,254384,Leslie Shankman School Corporation Building,6245 South Ingleside,60637,Woodlawn,K-12 School,74910,2014,1,55,2708943,3489582,,,,82.7,160.2,,,671.6,9,41.78040086,-87.60270024,"(41.78040086, -87.60270024)"
2017,251702,Northwest Mi-CPS,2250 N Latrobe Ave,60639,BELMONT CRAGIN,K-12 School,118211,2010,1,76,2378442,5805312,,,,69.2,114.7,78.9,124.9,748.1,6.3,41.92185009,-87.75794854,"(41.92185009, -87.75794854)"
2017,173773,530 W. Diversey,530 W. Diversey Pkwy,60614,LAKE VIEW,Multifamily Housing,50864,1921,1,21,1936851,3320319,,,,103.4,188.1,107.7,192.7,534.5,10.5,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,111695,399 Corporation,399 W. Fullerton Pkwy,60614,LINCOLN PARK,Multifamily Housing,129735,1928,1,87,1502626,7292441,,,,67.8,95.4,73.8,101.9,665.2,5.1,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,160322,210 N. Wells,210 N. Wells,60606,LOOP,Multifamily Housing,387842,2011,1,16,17872916,9423093,,,,70.4,170.2,71.7,174.2,3805.1,9.8,41.886028,-87.633976,"(41.886028, -87.633976)"
2017,111978,Commonwealth Towers Condominium Association,2920 N. Commonwealth Ave.,60657,LAKE VIEW,Multifamily Housing,78400,1929,1,43,1208803,5886162,,,,90.5,127.2,97.3,134.4,536.1,6.8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,102914,89th & Loomis LTD PP,8915 S. Loomis St.,60620,WASHINGTON HEIGHTS,Multifamily Housing,72000,2000,1,47,1241245,3394932,,,,64.4,103.6,69.3,108.8,409.8,5.7,41.74023286,-87.65352897,"(41.74023286, -87.65352897)"
2017,109573,Casa Bonita Condominium Association,7340-7352 N. Ridge Blvd.,60645,WEST RIDGE,Multifamily Housing,110000,1920,1,33,2638060,3923179,,,,59.6,112.8,59.6,112.8,696.1,6.3,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2017,172608,Fullerton Plaza,1737-1829 W. Fullerton Avenue,60614,LINCOLN PARK,Retail Store,122120,1997,1,,7576404,4365630,,,,97.8,232.3,104.7,242,1632.7,13.4,41.92477486,-87.67193555,"(41.92477486, -87.67193555)"
2017,101874,CW GLL 444 N. Michigan,444 N. Michigan Avenue,60611,NEAR NORTH SIDE,Office,517115,1976,1,61,36638124,53621,,,,71,222.6,,,6777,13.1,41.89069402,-87.62477656,"(41.89069402, -87.62477656)"
2017,251238,560 W. Fulton CA,560 W. Fulton,60661,NEAR WEST SIDE,Multifamily Housing,63803,2000,1,82,1538829,2404431,,,,61.8,115.3,65.4,120.6,412.2,6.5,41.88682792,-87.64191059,"(41.88682792, -87.64191059)"
2017,254389,Freedom Center,825 N. Christiana,60651,Humboldt Park,Residence Hall/Dormitory,184000,2015,1,48,8412180,9809700,,,,99,199.5,104.5,205.2,2076.4,11.3,41.90454715,-87.71254794,"(41.90454715, -87.71254794)"
2017,160186,Crown Plaza West Loop,733 West Madison Street,60661,NEAR WEST SIDE,Hotel,110000,1968,1,9,10911706,14336951,,,,229.5,448.3,232.8,451.8,2779,25.3,41.88176792,-87.6467544,"(41.88176792, -87.6467544)"
2017,175185,Jeffery Building Inc.,1949 - 1959 E. 71st Street,60649,SOUTH SHORE,Multifamily Housing,52193,1935,1,77,783097,4015317,,,,91.9,127.9,97.6,134,358.1,6.9,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2017,172613,Greenview Passage Condominium Association,2720-2730 N. Greenview Ave.,60614,LINCOLN PARK,Multifamily Housing,54000,1986,1,68,612614,3555286,,,,77.2,104.8,77.4,105.6,302.1,5.6,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,260037,5222 S Drexel,5222 S Drexel Avenue,60615,HYDE PARK,Multifamily Housing,90479,1925,1,67,1337596,5467512,,,,75.2,109.9,76.4,113.6,537.7,5.9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,105608,513-519 W. Briar Pl.,515 W. Briar,60642,LAKE VIEW,Multifamily Housing,50736,1932,1,38,838103,3832726,,,,92.1,131.2,100,139.4,358.5,7.1,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,244449,30 East Huron Condominium Association,30 E Huron,60611,NEAR NORTH SIDE,Multifamily Housing,555980,1980,1,8,30890924,15508633,,,,83.5,184.9,89.4,198.3,5962.9,10.7,41.89549188,-87.62634029,"(41.89549188, -87.62634029)"
2017,251280,Scientific Games-3401 California,3401 California,60618,AVONDALE,Office,120687,1945,1,,12585176,2687996,,,,126.6,350.8,127.8,352.1,2469.7,20.5,41.94324144,-87.69789403,"(41.94324144, -87.69789403)"
2017,159905,The Townhouse Apartments,7022 S South Shore Drive,60649,SOUTH SHORE,Multifamily Housing,130590,1950,1,56,2805677,10937504,,,,105.2,155.4,113.1,163.7,1099.7,8.4,41.76739025,-87.56693295,"(41.76739025, -87.56693295)"
2017,160370,2025 Granville,2025 w granville,60659,WEST RIDGE,Multifamily Housing,230000,1960,4,49,3178213,20694830,,,,103.8,133.2,113.6,143.7,1627.9,7.1,41.99378626,-87.68191935,"(41.99378626, -87.68191935)"
2017,174165,5107 S Blackstone,5107 S Blackstone Ave,60615,Hyde Park,Multifamily Housing,83819,1990,1,17,1467853,9145182,,,,126.6,169.5,138.2,181.7,757.1,9,41.8022404,-87.60333,"(41.8022404, -87.60333)"
2017,160278,"Fourth Prairie Shores, LLC",2851 S King Drive,60616,DOUGLAS,Multifamily Housing,289267,1960,1,35,4886673,27738026,,,,112.8,153.7,122,163.1,2376.8,8.2,41.8426876,-87.61626372,"(41.8426876, -87.61626372)"
2017,221751,Appleville Condominium,501 W. 24th Place,60616,ARMOUR SQUARE,Multifamily Housing,260000,1978,1,94,6324640,5768559,,,,46.5,99.7,49.3,105.9,1475.8,5.7,41.84787679,-87.63924831,"(41.84787679, -87.63924831)"
2017,130758,The Regal,651 S. Wells,60607,LOOP,Multifamily Housing,99552,1950,1,69,3391176,,,,,34.1,107,35.9,112.8,627,6.3,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,172557,T.E. Brown Apartments,3601 S. Wells,60609,ARMOUR SQUARE,Multifamily Housing,87527,1975,1,,6751434,1084072,,,,89.5,255.2,95.7,274.2,1305.9,14.9,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
2017,159659,3130 N. Lake Shore Apartments,3130 N. Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,236406,1958,1,37,4229594,18525045,,,,96.3,138.5,103.5,146.1,1766,7.5,41.93859162,-87.63854993,"(41.93859162, -87.63854993)"
2017,158743,Buena Pointe Condominium Association,4350 N Broadway,60613,UPTOWN,Multifamily Housing,149524,2004,1,55,3108602,7498219,,,,70.9,117.9,75.5,122.7,973,6.5,41.96138688,-87.65532001,"(41.96138688, -87.65532001)"
2017,172221,"TCB-Midway, LLC",5109 - 5151 S. Pulaski Road,60632,WEST ELSDON,Strip Mall,55574,1988,2,,1399299,1135885,,,,45.6,100.5,45.6,100.5,319.1,5.7,41.7991492,-87.72266908,"(41.7991492, -87.72266908)"
2017,175876,7121 7125 N Paulina,7121 7125 N Paulina,60660,ROGERS PARK,Multifamily Housing,58400,1925,1,89,269623,3655200,,,,67.2,80.2,76.8,90.2,244,4.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,250029,"Washington Park Fieldhouse, Trades, DuSable Roundhouse",5531 South King Drive,60615,WASHINGTON PARK,Museum,122439,1910,3,,10661459,,,,,,,,,,,41.79354534,-87.61524678,"(41.79354534, -87.61524678)"
2017,159894,Oglesby Towers,6700 S. Oglesby,60649,SOUTH SHORE,Multifamily Housing,215000,1964,1,49,4154308,14585513,,,,87.2,131.9,93.6,138.7,1542.8,7.2,41.77311903,-87.56893205,"(41.77311903, -87.56893205)"
2017,244311,3750 North Lake Shore Drive,3750 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,391234,1926,1,89,5346587,20045886,,,,64.9,96.7,70.2,102.2,2053.3,5.2,41.95173082,-87.64536546,"(41.95173082, -87.64536546)"
2017,173455,525 S. Dearborn St.,521-531 S. Dearborn St.,60605,LOOP,Multifamily Housing,56364,1892,1,11,2379949,3114628,,,,97.5,190.6,100.6,194.1,605.5,10.7,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2017,251260,The Belmont by Reside,3170 N Sheridan Road,60657,LAKE VIEW,Multifamily Housing,475020,1924,1,78,8069592,18057500,,,,55,93.3,57.6,96,2451.1,5.2,41.93973305,-87.64000019,"(41.93973305, -87.64000019)"
2017,260073,Friendly Towers,920 W. Wilson,60640,UPTOWN,Multifamily Housing,124768,1923,1,88,3325185,7979818,,,,90.6,150.8,96.1,157.1,1038.7,8.3,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,251244,3520 Lake Shore Drive CA,3520 N. Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,267464,1925,1,76,3041546,16800196,,,,74.2,101.7,80,107.7,1454.7,5.4,41.947425,-87.642682,"(41.947425, -87.642682)"
2017,236913,Lake Park Plaza Condominium Association,3930 N. Pine Grove Ave.,60613,LAKE VIEW,Multifamily Housing,491400,1969,1,50,11054041,30093958,,,,83.7,134.9,89.2,140.7,3642.3,7.4,41.95405095,-87.64853489,"(41.95405095, -87.64853489)"
2017,105619,529 West Wellington,529 - 41 West Wellington Avenue,60657,LAKE VIEW,Multifamily Housing,80064,1925,1,56,706605,5686913,,,,79.9,102.3,86.5,109,432.7,5.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,101999,1415 Lunt Condominium Association,1415 W Lunt Ave,60626,ROGERS PARK,Multifamily Housing,51264,2005,1,83,746692,2558844,,,,64.5,98.1,68.6,102.1,274,5.3,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,105533,Fairfield Hall-ID#105533,6228-6240 N Winthrop Ave,60660,EDGEWATER,Residence Hall/Dormitory,56200,1968,1,84,1011387,3123729,,,,73.6,114.9,79.7,121.3,352.9,6.3,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,227382,Drake Tower Apartments Inc.,179 East Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,246310,1928,1,66,2462898,5977,15902287,,,74.6,109.1,,,1511.6,6.1,41.90042814,-87.62262826,"(41.90042814, -87.62262826)"
2017,104226,606 West Cornelia LLC,606-620 W. Cornelia Ave.,60657,LAKE VIEW,Multifamily Housing,72700,1969,1,91,1112138,4372915,,,,75.4,111.2,80.3,116.3,437.9,6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,102336,Institute of Cultural Affairs - Greenrise,4750 N Sheridan Road,60640,UPTOWN,Office,182250,1921,1,91,3030726,9493748,,,,68.7,106.9,75.4,113.7,1064.6,5.8,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
2017,173951,Bernard Horwich JCC,3003 Touhy Ave,60645,WEST RIDGE,Mixed Use Property,86000,1950,1,,5330114,11028545,,,,190.2,329.3,202.2,341.2,1571.3,18.3,42.01131854,-87.70525689,"(42.01131854, -87.70525689)"
2017,251755,Rogers Eleme-CPS,7345 N WASHTENAW AVE,60645,WEST RIDGE,K-12 School,59810,1937,1,78,1360425,2512730,,,,64.8,115.5,70,121.1,385,6.4,42.01509489,-87.69644878,"(42.01509489, -87.69644878)"
2017,175760,"7300 Venture, LLC",7300 S. South Shore Drive,60649,SOUTH SHORE,Multifamily Housing,102570,1968,1,77,1083508,7762921,,,,86.2,112.6,93.3,120,612.7,6,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2017,118776,Gleacher Center,450 North Cityfront Plaza,60611,NEAR NORTH SIDE,College/University,214684,1993,1,,14318980,1626000,,,,74.3,217.4,75.2,220.4,2733.9,12.7,41.88968811,-87.62196737,"(41.88968811, -87.62196737)"
2017,158438,Realtor Building,430 N. Michigan Ave,60611,NEAR NORTH SIDE,Office,264980,1962,1,79,12339935,7543850,,,,75,176.1,,,2682.3,10.1,41.8903758,-87.62467983,"(41.8903758, -87.62467983)"
2017,101368,Addison Mall LLC,2901-2949 W. Addison Avenue,60618,AVONDALE,Strip Mall,68831,1988,1,,3958374,5193202,,,,133,259.8,136.1,261.4,1007.7,14.6,41.94525218,-87.7010892,"(41.94525218, -87.7010892)"
2017,251686,Thorp J-CPS,8914 S Buffalo Ave,60617,SOUTH CHICAGO,K-12 School,135638,1860,1,81,2749246,4317102,,,,52.1,97.1,52.1,97.1,737.6,5.4,41.73300328,-87.54483215,"(41.73300328, -87.54483215)"
2017,260060,2300 N Commonwealth,2300 N Commonwealth Ave,60614,LINCOLN PARK,Multifamily Housing,56074,1991,1,62,2483349,573610,,,,54.5,149.8,55.3,150.7,489.6,8.7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,251498,Ericson Scho-CPS,3600 W 5th Ave,60624,EAST GARFIELD PARK,K-12 School,74410,1962,1,37,1799632,3843854,,,,75.8,130.2,83.9,140,536.9,7.2,41.875687,-87.715836,"(41.875687, -87.715836)"
2017,172800,5110 S Kenwood,5110 S Kenwood,60615,HYDE PARK,Multifamily Housing,55932,1990,1,76,751879,4896600,,,,101,134.1,109.6,143.1,399.1,7.1,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,251511,Brighton Park-CPS,3825 S Washtenaw Ave,60632,BRIGHTON PARK,K-12 School,80730,1919,1,32,2781431,5277803,,,,99.8,176.8,108.1,185.5,794.6,9.8,41.82369378,-87.69186352,"(41.82369378, -87.69186352)"
2017,241820,Park Millennium Condominium Association,222 N. Columbus Dr.,60601,LOOP,Multifamily Housing,442821,2003,1,1,22924979,34256087,,,,129.1,243.8,136.7,251.4,6058.2,13.7,41.88658111,-87.62152561,"(41.88658111, -87.62152561)"
2017,254024,Gateway West Loop,11 S Green St,60607,Near West Side,Multifamily Housing,133879,2015,1,26,5570496,6077668,,,,87,178.3,91.4,182.2,1352.8,10.1,41.8742951,-87.65018,"(41.8742951, -87.65018)"
2017,250113,William Castleman Apartments,4945 N SHERIDAN RD,60640,UPTOWN,Multifamily Housing,149600,1967,1,61,2804449,10734505,,,,90.5,134.2,96.8,141.5,1088.7,7.3,41.97298081,-87.65453676,"(41.97298081, -87.65453676)"
2017,159963,Park Plaza Retirement Center,6840 N. Sacramento,60645,WEST RIDGE,Multifamily Housing,203193,1986,1,36,5677640,10271087,,,,78.5,140.8,83.9,145.7,1595.3,7.9,42.0061506,-87.70564326,"(42.0061506, -87.70564326)"
2017,235635,Hermitage on Huron Condominium (235635),70 West Huron Street,60654,NEAR NORTH SIDE,Multifamily Housing,263120,1985,1,38,6445292,14971014,,,,81.4,136.7,87.3,142.8,1986.9,7.6,41.89525082,-87.63086103,"(41.89525082, -87.63086103)"
2017,241533,565 West Quincy: 565 West Quincy Street,565 West Quincy Street,60661,NEAR WEST SIDE,Multifamily Housing,382715,2009,1,30,13524339,4383380,,,,46.8,123,49.6,131.5,2733.4,7.1,41.878622,-87.641992,"(41.878622, -87.641992)"
2017,251666,Sutherland E-CPS,10015 S LEAVITT ST,60643,BEVERLY,K-12 School,80219,2002,1,79,865491,3933848,,,,59.8,85.4,65.7,91.5,369,4.6,41.71128843,-87.67654811,"(41.71128843, -87.67654811)"
2017,251214,Wilson Yard,1026-1032 W Montrose,60613,UPTOWN,Mixed Use Property,420494,2010,1,72,15544560,14898469,,,,72.4,153.3,75.8,156.5,3665.4,8.7,41.961818,-87.65547,"(41.961818, -87.65547)"
2017,175813,The Mark Condominium Association,4260 N. Broadway St.,60613,UPTOWN,Multifamily Housing,125000,2007,1,63,2997842,2067493,,,,40.5,92.7,40.5,92.7,664.1,5.3,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2017,260184,Hampden Green Condominium Association,2728 N Hampden Court,60614,LINCOLN PARK,Multifamily Housing,140000,1970,1,28,3351635,13849600,,,,122.9,179,125.3,181.6,1355.3,9.7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,242238,535 North Michigan,535 North Michigan Avenue,60611,NEAR NORTH SIDE,Multifamily Housing,448591,1962,1,28,16235507,22643453,,,,86.7,166.6,91.2,172.3,4204.6,9.4,41.89197136,-87.62412358,"(41.89197136, -87.62412358)"
2017,251418,Hitch Elemen-CPS,5625 N Mcvicker Ave,60646,NORWOOD PARK,K-12 School,82050,1926,1,44,2954875,1146126,,,,50,127.7,53.2,132.5,607.2,7.4,41.98409017,-87.7788465,"(41.98409017, -87.7788465)"
2017,175896,Sheridan Lake,6415 N. Sheridan Rd.,60626,ROGERS PARK,Multifamily Housing,76880,1968,1,92,1200660,3411297,,,,60,95.6,63.6,99,403.2,5.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,157607,Hilliard Homes Limited Partnership (Senior),2111 S Clark,60616,NEAR SOUTH SIDE,Multifamily Housing,250300,1966,2,69,5180917,15700349,,,,83.4,130.9,88.6,135.9,1791.8,7.2,41.853983,-87.630083,"(41.853983, -87.630083)"
2017,242279,1100 N. Lake Shore Condominium Association,1100 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,228490,1980,1,72,7724058,3872537,,,,50.8,123.9,55.6,135.8,1633.8,7.2,41.90260134,-87.62511486,"(41.90260134, -87.62511486)"
2017,251363,Franklin Fin-CPS,225 W Evergreen Ave,60610,NEAR NORTH SIDE,K-12 School,53097,1926,1,69,1085071,2423251,,,,66.1,112.1,74.5,120.9,329.3,6.2,41.90615099,-87.63632886,"(41.90615099, -87.63632886)"
2017,251737,Suder Campus-CPS,2022 W WASHINGTON BLVD,60612,NEAR WEST SIDE,K-12 School,71500,1959,1,48,2066131,2847095,,,,68.7,132.5,72.5,136.5,533.2,7.5,41.88336292,-87.6776548,"(41.88336292, -87.6776548)"
2017,251733,Marquette El-CPS,6550 S Richmond St,60629,CHICAGO LAWN,K-12 School,172688,2014,1,53,4593350,6380272,,,,63.5,122.3,68.7,127.3,1188.2,6.9,41.774215,-87.69771379,"(41.774215, -87.69771379)"
2017,255148,Gill Park Cooperative,810 W. Grace,60613,Lake View,Multifamily Housing,227000,1973,1,82,3369234,17728767,,,,92.9,128.6,99.6,135.6,1564.6,6.9,41.9544929,-87.6502935,"(41.9544929, -87.6502935)"
2017,101830,251010 - Quaker Tower,555 West Monroe Street,60661,NEAR WEST SIDE,Office,454346,2002,1,79,33999215,1171720,,,,77.4,237.7,79.8,245.2,6348.5,14,41.88030693,-87.64186748,"(41.88030693, -87.64186748)"
