Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2018,171991,Parish_StMaryStaroftheSea,Submitted,6449 S. Kilbourn Ave.,60629,2.0,false,WEST LAWN,Other,118820,1950,6,800,,1943330.5,8648564.9,,,,89.1,122.2,85,117.2,782.7,6.6,41.775874,-87.734841,"(41.775874, -87.734841)"
2018,251488,Esmond Elementary -CPS,Exempt,1865 W Montvale Ave,60643,,true,MORGAN PARK,,72600,,1,835,,,,,,,,,,,,,41.6887948,-87.66968662,"(41.6887948, -87.66968662)"
2018,254975,Sedgwick at Locust,Submitted,367 W. Locust St.,60610,3.0,false,Near North Side,Multifamily Housing,91500,2017,1,1686,65,1790051.2,4271033,,,,66.2,103.8,63.9,100.4,524.7,5.7,41.89882922,-87.63808226,"(41.89882922, -87.63808226)"
2018,101710,Algonquin #1,Submitted,1605 E. 50th Street,60615,1.0,false,KENWOOD,Multifamily Housing,59310,1950,1,1938,11,1800239.4,5834000,,,,128.7,188.3,126,185.4,609.4,10.3,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,158265,Randolph Tower City-City Club,Submitted,188 W Randolph St,60601,2.5,false,LOOP,Multifamily Housing,369145,1929,1,5531,31,12948983.6,17324420.2,,,,82,147.5,80.4,145.8,3074.4,8.3,41.88480581,-87.63360796,"(41.88480581, -87.63360796)"
2018,251774,St. Ailbe Faith & St. Ailbe Love Apartments,Submitted,1244 E. 93rd Street,60619,3.0,false,BURNSIDE,Multifamily Housing,178647,2000,1,4613,70,2482782.7,8662517.8,,,,62.4,89.8,63.4,91,873.2,4.9,41.72509928,-87.65454095,"(41.72509928, -87.65454095)"
2018,250021,Pulaski Park,Submitted,1419 West Blackhawk,60622,2.0,false,WEST TOWN,Other - Recreation,60246,1914,1,4467,,714659.1,7101490.3,,,,129.7,157,127.9,155,496.1,8.2,41.90578254,-87.66364867,"(41.90578254, -87.66364867)"
2018,100730,Congress Center,Submitted,525 W. Van Buren,60607,4.0,false,NEAR WEST SIDE,Office,525721,2000,1,4617,67,26352179.4,,,,,50.1,140.4,49.3,137.9,4384.1,8.3,41.87630749,-87.6401831,"(41.87630749, -87.6401831)"
2018,117390,Damen Court Apartments,Submitted,2040 W. Jackson Blvd.,60612,4.0,false,NEAR WEST SIDE,Multifamily Housing,131000,1978,10,6355,87,2428395.1,5716000,,,,62.2,97.7,62.1,96.5,707.6,5.4,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
2018,256420,John T. Rettaliata Engineering Center,Not Submitted,10 West 32nd street,60616,0.0,false,DOUGLAS,College/University,133990,1967,1,,,3835224.5,1237.4,9727104,37791589,,383.3,424.2,,,3275.6,24.4,41.842325,-87.62715344,"(41.842325, -87.62715344)"
2018,160397,ABLA/Brooks Homes,Submitted,1324 S. LOOMIS STREET,60608,1.0,false,NEAR WEST SIDE,Multifamily Housing,279510,1997,26,326,1,9184384.1,37477732.9,,,,166.9,232.8,167,232.3,3518.6,12.6,41.86469986,-87.66216579,"(41.86469986, -87.66216579)"
2018,127778,Ridge Place Apartments,Submitted,7115-7129 N Ridge BLVD,60645,4.0,false,ROGERS PARK,Multifamily Housing,51524,1960,1,3517,,545630,1892600,,,,47.3,68.2,47.4,67.3,191.3,3.7,42.01182137,-87.68266061,"(42.01182137, -87.68266061)"
2018,254093,The Catalyst,Submitted,123 N Desplaines Street,60661,3.0,false,Near West Side,Multifamily Housing,255042,2014,1,8045,41,8670912.2,10767788.3,,,,76.2,139.5,76.3,139.6,2014.5,7.9,41.8832102,-87.64337,"(41.8832102, -87.64337)"
2018,159000,Harlan Comm Academy -CPS,Exempt,9652 S Michigan Ave,60628,,true,ROSELAND,,168060,,1,,,,,,,,,,,,,,41.71752186,-87.62130132,"(41.71752186, -87.62130132)"
2018,173781,Irving Park YMCA,Not Submitted,4251 4259 W IRVING PARK RD,60641,0.0,false,IRVING PARK,,95109,,1,6931,,,,,,,,,,,,,41.94615136,-87.74707694,"(41.94615136, -87.74707694)"
2018,250112,William Jones Apartments,Submitted,1447 S. ASHLAND AVE,60608,3.5,false,NEAR WEST SIDE,Multifamily Housing,64491,1962,1,2202,55,1479927.7,7387872,,,,137.5,184.5,138.8,185.9,638.6,9.9,41.86192401,-87.66583933,"(41.86192401, -87.66583933)"
2018,104430,Edgewater Flats Condominium,Submitted,1215-25 W Granville,60660,2.5,false,EDGEWATER,Multifamily Housing,51840,1920,2,1702,58,462534.1,3921064.3,,,,84.6,104.4,87.2,106.4,285.2,5.5,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2018,159564,65 E Scott,Submitted,65 E Scott,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,218500,1975,1,10287,34,9359218.4,5612046.9,,,,68.5,146.9,67.3,143.4,1855.1,8.5,41.90444748,-87.62618786,"(41.90444748, -87.62618786)"
2018,252313,Salvation Army - Divisional Headquarters (DHQ),Submitted,5040 N. Pulaski Road,60641,2.0,false,NORTH PARK,Office,75852,1923,1,705,,2339730.2,5683413.2,,,,105.8,165,107.8,167.1,691.1,9.1,41.97209514,-87.75760245,"(41.97209514, -87.75760245)"
2018,127990,California Gardens,Submitted,2829 S. California Blvd.,60608,1.0,false,SOUTH LAWNDALE,Senior Care Community,72844,1977,1,7630,13,4519852.5,11387460.9,,,,218.4,337.9,213.4,330,1356.8,18.6,41.84064733,-87.69422719,"(41.84064733, -87.69422719)"
2018,175346,Shops and Lofts at 47,Submitted,747 E. 47th St,60653,1.0,false,GRAND BOULEVARD,Multifamily Housing,201415,2013,5,,22,7250025.7,5254782.3,,,,62.1,128.2,61.4,125.5,1485.3,7.4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,100397,Bogan High S-CPS,Submitted,3939 W 79th St,60652,4.0,false,ASHBURN,K-12 School,184611,1959,1,,81,3607719.1,6953511.7,,,,57.2,94.3,57.5,94.6,969.5,5.3,41.749459,-87.720146,"(41.749459, -87.720146)"
2018,260129,"Chicago Journeymen Plumbers' Local 130, U.A.",Submitted,1340 W. Washington Blvd.,60607,1.0,false,NEAR WEST SIDE,Office,51130,1925,1,439,3,3034336.6,4355200.1,,,,144.5,255.6,144.5,255.2,736.1,14.4,41.88326409,-87.66151492,"(41.88326409, -87.66151492)"
2018,251356,Johnson Elem-CPS,Submitted,1504 S Albany Ave,60623,3.5,false,NORTH LAWNDALE,K-12 School,56581,1963,1,236,79,970889.4,2519496.9,,,,61.7,94.8,61.6,94.7,295.3,5.2,41.86111582,-87.70341674,"(41.86111582, -87.70341674)"
2018,102311,Veterans Square strip center & office bldg,Not Submitted,4827 4855 N MILWAUKEE AVE,60630,0.0,false,JEFFERSON PARK,,102040,,1,1650,,,,,,,,,,,,,41.96884995,-87.76089059,"(41.96884995, -87.76089059)"
2018,157170,Garvey Court,Exempt,201 N CLARK ST,60601,,true,LOOP,,104142,,1,1355,,,,,,,,,,,,,41.88592007,-87.63017148,"(41.88592007, -87.63017148)"
2018,102284,Commonwealth Plaza Condominium Association,Submitted,330 West Diversey Parkway,60657,1.5,false,LAKE VIEW,Multifamily Housing,502673,1957,2,12666,36,9911327.7,48521502.5,,,,116.2,156.6,114.4,152.8,4226.1,8.4,41.932938,-87.638753,"(41.932938, -87.638753)"
2018,252295,Renaissance Saint Luke,Submitted,1501 W. Belmont Ave.,60657,4.0,false,LAKE VIEW,Multifamily Housing,75000,2005,1,2612,100,807482.9,1540950.1,,,,31.3,51.7,31.3,51.7,216.2,2.9,41.93970456,-87.6663379,"(41.93970456, -87.6663379)"
2018,244099,Trump,Submitted,401 N. Wabash,60611,1.0,false,NEAR NORTH SIDE,Mixed Use Property,2125888,2008,1,40223,22,134708489.6,24733783.4,,,,75,189.6,,,23724.4,11.2,41.88888345,-87.62643917,"(41.88888345, -87.62643917)"
2018,250069,Altgeld Gardens,Submitted,925 E. 130th Street,60627,1.5,false,RIVERDALE,Multifamily Housing,1182400,1945,236,161,32,46171354.6,98204515.5,,,,122.1,196.5,119.1,193.4,11379.5,9.6,41.65911898,-87.60315875,"(41.65911898, -87.60315875)"
2018,104084,841 849 W CORNELIA AVE,Not Submitted,841 849 W CORNELIA AVE,60657,0.0,false,LAKE VIEW,,164108,,1,1158,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2018,120015,Chicago Indoor Sports,Submitted,3900 S Ashland Ave,60609,4.0,false,NEW CITY,Other - Recreation,91000,2007,1,256,,2445820.9,2923575.7,,,,59,109,58.3,108.2,562.2,6.2,41.82265783,-87.66665991,"(41.82265783, -87.66665991)"
2018,127031,016910 - Old Town Square,Not Submitted,424 West Division Street,60610,0.0,false,NEAR NORTH SIDE,Strip Mall,95835,1998,2,2843,,271430.3,,,,,2.8,7.9,2.8,7.9,45.2,0.5,41.90515014,-87.63936869,"(41.90515014, -87.63936869)"
2018,256430,Cunningham Hall,Exempt,3100 S Michigan Avenue,60616,,true,DOUGLAS,,70269,,1,,,,,,,,,,,,,,41.842325,-87.62715344,"(41.842325, -87.62715344)"
2018,101679,Presidents Plaza 1,Submitted,8600 West Bryn Mawr Ave,60631,4.0,false,OHARE,Office,417395,1980,1,6814,60,31338199.8,250406.3,,,,75.7,210.9,76.8,213.9,5226.9,12.5,41.98292604,-87.84221511,"(41.98292604, -87.84221511)"
2018,252105,611 S. Wells Street Condo (The Vetro),Submitted,611 S. Wells,60607,1.0,false,LOOP,Multifamily Housing,290149,2007,1,10167,25,13844695,8656823.3,,,,77.6,164.9,75.3,159.9,2763.1,9.5,41.8740597,-87.63330942,"(41.8740597, -87.63330942)"
2018,255943,Wicker Park Connection,Exempt,1640 W Division St,60622,,true,WEST TOWN,,167696,,1,2436,,,,,,,,,,,,,41.90422,-87.67412,"(41.90422, -87.67412)"
2018,174240,608 E 51ST ST,Not Submitted,608 E 51ST ST,60615,0.0,false,GRAND BOULEVARD,,226509,,1,1114,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,101567,The Monadnock Building,Submitted,53 W. Jackson Blvd,60604,4.0,false,LOOP,Office,496749,1890,1,3420,92,7676894.2,12888009.4,,,,41.4,70.5,41.6,70.6,1961.7,3.9,41.87752434,-87.6295529,"(41.87752434, -87.6295529)"
2018,251552,"Parkman Elementary, Francis",Exempt,245 W 51ST ST,60609,,true,FULLER PARK,,82900,,1,,,,,,,,,,,,,,41.8012409,-87.63256814,"(41.8012409, -87.63256814)"
2018,134727,Glencrest Nursing & Rehab Center,Submitted,2451 W. Touhy Ave.,60645,1.0,false,WEST RIDGE,Senior Care Community,80000,1973,1,11254,18,4504443.9,8401516.3,,,,161.3,267.9,161.9,264.4,1195.6,14.9,42.01176336,-87.69201068,"(42.01176336, -87.69201068)"
2018,103798,Federal Railroad Retirement Board-City Benchmark,Submitted,844 W. Rush Street,60611,,true,NEAR NORTH SIDE,Office,383007,1923,4,4367,,15650380,21124311.6,,,,96,172.3,95.6,170.5,3725.7,9.7,41.89797613,-87.62622715,"(41.89797613, -87.62622715)"
2018,105078,6825 Sheridan Rd Building Partnership,Submitted,6825 N Sheridan Rd,60626,4.0,false,ROGERS PARK,Multifamily Housing,101560,1966,1,5006,83,759702.3,5635551.5,,,,63,79.2,62.9,78.2,425.7,4.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2018,254034,Warren Project,Submitted,1609 W. Warren BLVD.,60612,1.5,false,Near West Side,Multifamily Housing,78628,2014,1,1684,40,1350735.7,6219406.8,,,,96.3,131.2,92.9,126.5,555.1,7.1,41.8812009,-87.68664,"(41.8812009, -87.68664)"
2018,160099,The Peninsula Chicago,Submitted,108 East Superior St.,60611,1.0,false,NEAR NORTH SIDE,Hotel,410081,2000,1,,9,40731534.8,21814499.7,,,,152.5,334,151.8,332.1,7934.9,19.3,41.895753,-87.625059,"(41.895753, -87.625059)"
2018,240959,340 West Superior Condominium Association,Submitted,340 W. Superior,60654,3.0,false,NEAR NORTH SIDE,Multifamily Housing,283145,2002,1,9962,48,5826624.6,12897948.5,,,,66.1,105.4,67,106.2,1654.4,5.8,41.89555767,-87.63738137,"(41.89555767, -87.63738137)"
2018,250121,St Bernard Hospital,Submitted,326 West 64th St,60621,3.0,false,ENGLEWOOD,Hospital (General Medical & Surgical),353240,1904,1,7599,68,22837160.9,76776095.1,,,,282,409.2,270.5,396,7877.2,22.3,41.77854141,-87.6336173,"(41.77854141, -87.6336173)"
2018,251632,Curtis Eleme-CPS,Submitted,32 E 115th St,60628,4.0,false,ROSELAND,K-12 School,103610,1972,1,,68,3674492,235487.5,,,,37.7,101.7,38,102.5,623.8,6,41.68566536,-87.62175945,"(41.68566536, -87.62175945)"
2018,173455,525 S. Dearborn St.,Submitted,521-531 S. Dearborn St.,60605,1.0,false,LOOP,Multifamily Housing,56364,1892,1,1287,10,2474372.2,3563913.9,,,,107.1,189.3,105.3,185.2,600.9,10.7,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018,127068,Halsted Plaza,Submitted,801- 831 W. 119th St.,60643,1.0,false,WEST PULLMAN,Strip Mall,59847,1964,1,,,2132087.1,1440401.5,,,,59.7,125,56.9,119.8,431.2,7.2,41.67776705,-87.64341842,"(41.67776705, -87.64341842)"
2018,255932,33 S Ashland Ave,Not Submitted,33 S Ashland Ave,60607,0.0,false,NEAR WEST SIDE,,76144,,1,650,,,,,,,,,,,,,41.88,-87.6548399,"(41.88, -87.6548399)"
2018,103626,,Exempt,151 N Franklin St,60606,,true,LOOP,,710770,,1,2339,,,,,,,,,,,,,41.88455237,-87.63533591,"(41.88455237, -87.63533591)"
2018,159735,Sheridan Plaza,Submitted,4607 N. Sheridan Rd.,60640,2.0,false,UPTOWN,Multifamily Housing,134000,1920,1,10713,24,6349882.1,4928000.1,,,,84.2,171.3,81.5,165.8,1318.1,9.8,41.96573115,-87.65423709,"(41.96573115, -87.65423709)"
2018,251386,Crown Community Academy -CPS,Exempt,2128 S St Louis Ave,60623,,true,NORTH LAWNDALE,,63422,,1,559,,,,,,,,,,,,,41.85258636,-87.71279786,"(41.85258636, -87.71279786)"
2018,250117,Building,Not Submitted,1525 S. California Ave.,60608,0.0,false,North Lawndale,Hospital (General Medical & Surgical),1009270,1911,1,,1,58823937.7,1249530050,,,,1296.3,1463.2,,,76154.7,75.5,41.86035602,-87.69567108,"(41.86035602, -87.69567108)"
2018,260029,Blackstone Court LLC,Submitted,5724-5734 S. Blackstone Ave.,60637,1.0,false,HYDE PARK,Multifamily Housing,52272,1926,1,2160,26,1285846.3,3542983.5,,,,92.4,140,90.2,137.8,402.1,7.7,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2018,160297,Roosevelt Collection,Submitted,150 W Roosevelt Road,60605,4.0,false,LOOP,Mixed Use Property,1086996,2009,1,23598,87,32267239.6,20632417.2,,,,48.7,103,47.6,100.5,6464,5.9,41.86930998,-87.63230603,"(41.86930998, -87.63230603)"
2018,117367,Merrimac Square II,Not Submitted,6526 W IRVING PARK RD,60634,0.0,false,DUNNING,,165842,,1,2138,,,,,,,,,,,,,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2018,173597,Adlake Limited Partnership,Submitted,320 W. Ohio,60654,3.5,false,NEAR NORTH SIDE,Office,81000,1940,1,,71,987942.2,4038484.9,,,,62.1,86.5,61,85.4,378.9,4.7,41.89239794,-87.63645342,"(41.89239794, -87.63645342)"
2018,251338,Thomas P. Levan Center,Submitted,2322 N. Kenmore,60614,2.0,false,LINCOLN PARK,College/University,52477,1923,1,144,,3542085.9,4003468.8,,,,143.8,269.1,144.2,269.1,801.9,15.3,41.92408465,-87.65537041,"(41.92408465, -87.65537041)"
2018,102362,"Ravenswood Associates, LLC",Submitted,1945 W. Wilson Ave.,60640,2.5,false,LINCOLN SQUARE,Office,68000,1978,1,1278,46,2849043.9,2882341.8,,,,84.3,161.8,85,162.5,627.1,9.2,41.96509261,-87.67778064,"(41.96509261, -87.67778064)"
2018,252042,Edelstone Center,Submitted,6030 South Ellis Avenue,60637,2.0,false,WOODLAWN,Office,59741,1966,1,444,33,2153709,,5103156,734628,,133.8,214.9,134.2,215.4,735.9,12.3,41.78488949,-87.60149582,"(41.78488949, -87.60149582)"
2018,254061,6700 Crandon Condominium Association,Submitted,6700 S. Crandon,60649,1.0,false,South Shore,Multifamily Housing,82000,1928,1,1818,25,900518.9,11331759.8,,,,149.2,175.9,151.8,178.6,751.7,9.2,41.7626302,-87.57255,"(41.7626302, -87.57255)"
2018,172145,Mount Carmel High School,Submitted,6410-28 south dante avenue,60637-3896,4.0,false,WOODLAWN,K-12 School,150110,1924,4,,81,2942695.1,6939779.8,,,,65.8,103.4,65.9,103.7,858.2,5.7,41.7777989,-87.59017946,"(41.7777989, -87.59017946)"
2018,251943,6338000111 - Ravenswood,Submitted,1825 W Lawrence Ave,60640-4044,1.0,false,LINCOLN SQUARE,Bank Branch,53684,1962,1,151,13,3150193.1,1911628.4,,,,94.3,201.7,94.8,206.9,625.6,11.7,41.96854338,-87.67576455,"(41.96854338, -87.67576455)"
2018,160070,777 Condominium Association,Submitted,777 N Michigan,60611,3.5,false,NEAR NORTH SIDE,Multifamily Housing,400000,1964,1,11776,76,9080959.5,18655553.8,,,,69.3,112.5,67.4,109.6,2501.6,6.3,41.89640687,-87.62384668,"(41.89640687, -87.62384668)"
2018,252316,Sylvia Center,Not Submitted,4615 N Clifton Ave,60640,0.0,false,UPTOWN,,57898,,1,1668,,,,,,,,,,,,,41.96620731,-87.65879431,"(41.96620731, -87.65879431)"
2018,240122,(IL578) - Six N. Michigan,Submitted,6 N. Michigan,60602,2.5,false,LOOP,Multifamily Housing,276168,1898,1,8334,34,7391313.2,15904232.4,,,,84.4,135.4,84,134.3,2074.4,7.5,41.88218864,-87.6245691,"(41.88218864, -87.6245691)"
2018,164994,FULLERTON PARKWAY TOWERS,Submitted,415 W. FULLERTON PKWY,60614,4.0,false,LINCOLN PARK,Multifamily Housing,230377,1928,1,2461,99,1368092.6,8596854,,,,43.3,55.8,44,56.6,684.2,3,41.92531392,-87.64000717,"(41.92531392, -87.64000717)"
2018,157971,(IL558) - Michigan Avenue Lofts,Submitted,910 S. Michigan Ave.,60605,3.5,false,LOOP,Multifamily Housing,604881,1911,1,11810,73,11565970.3,25100682.3,,,,60.6,97.1,58.8,94.3,3257.4,5.4,41.87031383,-87.62481784,"(41.87031383, -87.62481784)"
2018,175411,7350 S PHILLIPS AVE,Not Submitted,7350 S PHILLIPS AVE,60649,0.0,false,SOUTH SHORE,,109956,,1,3409,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2018,135620,,Exempt,8704 S CONSTANCE AVE,60617,,true,CALUMET HEIGHTS,,80400,,1,,,,,,,,,,,,,,41.73672851,-87.57979181,"(41.73672851, -87.57979181)"
2018,101943,303 West Madison,Submitted,303 West Madison,60606,4.0,false,LOOP,Office,345450.1,1987,1,4357,60,20239622.3,,,,,58.6,164,59,165.1,3367.1,9.7,41.88191292,-87.63561095,"(41.88191292, -87.63561095)"
2018,172542,Lake Vista Apartments,Submitted,1430 S. Indiana Ave.,60605,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,334816,1982,1,,64,4376180,24077399.9,,,,85,112.1,86.3,113.4,2006.9,6,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018,132489,(IL249) - Drexel Parc Lofts,Submitted,4537 S. Drexel St,60653,4.0,false,KENWOOD,Multifamily Housing,137130,1920,1,3195,100,1466525.4,2861719.4,,,,31.6,51.9,30.6,49.8,396,2.9,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2018,102456,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Submitted,5840 South Kenwood Avenue,60637,1.0,false,HYDE PARK,K-12 School,543787,1961,7,2154,4,12796770.8,,61791887.1,11193491.7,,157.7,221.3,159,222.9,6821.7,12.5,41.78855503,-87.59395643,"(41.78855503, -87.59395643)"
2018,251416,Linne Elemen-CPS,Submitted,3221 N Sacramento Ave,60618,3.0,false,AVONDALE,K-12 School,105920,1895,1,,65,2606991.1,4601075.3,,,,68.1,114.5,65.7,112,678.1,6.4,41.94009886,-87.70193107,"(41.94009886, -87.70193107)"
2018,251343,3180 Condominium Association,Submitted,3180 N Lake Shore Dr.,60657,2.0,false,LAKE VIEW,Multifamily Housing,313704,1954,1,,50,6778661.3,23717000.6,,,,97.2,139.9,95,137.6,2387.4,7.6,41.93904206,-87.63916169,"(41.93904206, -87.63916169)"
2018,130553,4700 N MARINE DR,Not Submitted,4700 N MARINE DR,60640,0.0,false,UPTOWN,,161441,,1,3853,,,,,,,,,,,,,41.96762739,-87.64972733,"(41.96762739, -87.64972733)"
2018,251522,CuffeMathSnc-CPS,Submitted,8324 S Racine Ave,60620,1.0,false,AUBURN GRESHAM,K-12 School,82120,2003,1,1591,27,3432806.4,3534693.2,,,,84.8,162.2,82.8,159.7,758.8,9.2,41.74243045,-87.65386181,"(41.74243045, -87.65386181)"
2018,158739,Pensacola,Submitted,4334 N Hazel St,60613,3.5,false,UPTOWN,Multifamily Housing,444928,1981,1,10246,54,16384659.4,6353676,,,,51.1,118.1,49.4,113.1,3063.3,6.9,41.96130142,-87.65304005,"(41.96130142, -87.65304005)"
2018,105288,"Mireles Academy, Arnold -CPS",Exempt,9000 S Exchange Ave,60617,,true,SOUTH CHICAGO,,141000,,1,3854,,,,,,,,,,,,,41.73179,-87.552681,"(41.73179, -87.552681)"
2018,173949,"Park Gables Apartment Homes, INC",Submitted,2438-2484 W Estes Ave,60645,2.5,false,WEST RIDGE,Multifamily Housing,103000,1928,1,4812,58,359089.1,11148099.9,,,,111.7,123.4,116.2,128,651.9,6.3,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2018,254385,St. Bernard Ambulatory Care Center,Submitted,6307 S. Stewart Ave,60621,3.0,false,Englewood,Medical Office,66634,2016,1,704,67,3777763,2195550.2,,,,89.6,193.3,88,191.4,745.1,11.2,41.77391183,-87.63872071,"(41.77391183, -87.63872071)"
2018,101682,Triangle Plaza,Submitted,8750-8770 West Bryn Mawr Ave,60631,4.0,false,OHARE,Office,676939,1985,1,8135,85,30367421,339942.8,,,,45.4,126.1,44.5,123.6,5070.1,7.5,41.98305124,-87.84427691,"(41.98305124, -87.84427691)"
2018,251532,ChappellEliz-CPS,Submitted,5145 N Leavitt St,60625,1.0,false,LINCOLN SQUARE,K-12 School,87149,1930,1,201,27,3138437.1,5675074.4,,,,101.1,169.2,97.4,161.9,823.6,9.4,41.975088,-87.684224,"(41.975088, -87.684224)"
2018,120518,HHCS ICRC,Submitted,3500 S Giles Street,60653,1.0,false,DOUGLAS,Residential Care Facility,54000,1974,1,8638,,2954847.6,10903049.3,,,,256.6,365.2,257,365.3,1070.7,19.8,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2018,134800,Dearborn Station,Submitted,47 W. Polk Street,60605,,true,LOOP,Other,145809,1885,1,2596,,6141951.4,5909144.2,,,,82.6,160.5,81.4,158.4,1335.7,9.2,41.872273,-87.62912,"(41.872273, -87.62912)"
2018,243683,3950 N Lake Shore Drive CA,Submitted,3950 N. Lake Shore Drive,60613,3.0,false,LAKE VIEW,Multifamily Housing,742292,1957,1,33136,46,16477520.4,62570329.4,,,,106.5,150.7,106.9,149.5,6064.7,8.2,41.95419428,-87.64597649,"(41.95419428, -87.64597649)"
2018,250138,Provident Hospital,Submitted,500 E. 51st St.,60615,1.0,false,GRAND BOULEVARD,Hospital (General Medical & Surgical),373995,1981,2,17873,2,39087394.3,66059222,,,,281.1,478.1,273.4,465.7,10011.5,26.8,41.802169,-87.613988,"(41.802169, -87.613988)"
2018,157614,50 E 16th,Submitted,50 East 16th St,60616,1.5,false,NEAR SOUTH SIDE,Multifamily Housing,215531,2008,1,6650,33,7532535.9,12538951.3,,,,93.1,158.9,87.2,151,1919.1,8.9,41.86023774,-87.62517138,"(41.86023774, -87.62517138)"
2018,157587,Loretto Hospital,Not Submitted,645 South Central Ave,60644,0.0,false,AUSTIN,Hospital (General Medical & Surgical),231325,1938,1,10337,40,17319779.4,44114669.4,,,,265.6,409.9,265.4,409.4,5224.5,22.6,41.89244639,-87.76497511,"(41.89244639, -87.76497511)"
2018,251517,SkinnerNorth-CPS,Submitted,650 W SCOTT,60610,3.0,false,NEAR NORTH SIDE,K-12 School,68922,1971,1,520,65,1144239.8,3828732.6,,,,72.2,104.8,72.4,105.1,393.7,5.7,41.905065,-87.644522,"(41.905065, -87.644522)"
2018,156573,2 12 S HALSTED ST,Not Submitted,2 12 S HALSTED ST,60661,0.0,false,NEAR WEST SIDE,,96915,,1,15,,,,,,,,,,,,,41.88145021,-87.64738737,"(41.88145021, -87.64738737)"
2018,254359,"Jarla, LLC",Submitted,1825 W. Webster Ave.,60614,3.0,false,Logan Square,Other - Recreation,50297,2014,1,858,,2320426.1,3108266.8,,,,107.9,194.1,105.6,190,551.1,11,41.92705943,-87.64632891,"(41.92705943, -87.64632891)"
2018,159810,Kenmore Plaza Tenants Association,Submitted,5225 N Kenmore Ave,60640,4.0,false,EDGEWATER,Multifamily Housing,269311,1974,1,14976,81,4656011.8,16142776,,,,77.2,111.3,77.4,111.5,1632,6.1,41.97711174,-87.65609495,"(41.97711174, -87.65609495)"
2018,101199,DuSable Campus -CPS,Exempt,4934 S Wabash Ave,60615,,true,GRAND BOULEVARD,,410375,,1,3919,,,,,,,,,,,,,41.80402453,-87.62487175,"(41.80402453, -87.62487175)"
2018,174204,The Morgan at Loyola Station,Submitted,1209 W Arthur Ave,60626,3.5,false,ROGERS PARK,Multifamily Housing,160008,2009,2,6750,56,5253852.2,4901715.8,,,,63.5,124.1,64.3,125,1134.4,7.1,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2018,160179,The Kimpton Gray Hotel,Submitted,39 S LaSalle St,60603,3.0,false,LOOP,Hotel,239678,2016,1,6942,67,10888756.5,9141322.7,,,,83.6,167.3,82.5,164.9,2297,9.6,41.88104029,-87.63208087,"(41.88104029, -87.63208087)"
2018,254364,HYP-Loop-Chicago,Submitted,28 N. Franklin St.,60606,3.0,false,Loop,Hotel,142321,2015,1,5772,63,5617182.4,9595099.6,,,,106.9,181.3,107.6,181.9,1444.1,10.1,41.88319104,-87.63527825,"(41.88319104, -87.63527825)"
2018,251903,Smyth -CPS,Exempt,1051 W 13th Ave,60608,,true,NEAR WEST SIDE,,136166,,1,1913,,,,,,,,,,,,,41.865212,-87.65546,"(41.865212, -87.65546)"
2018,251346,Blue Star Properties: 650 West Lake Street,Submitted,650 West Lake Street,60661,1.5,false,NEAR WEST SIDE,Office,53419,1909,1,387,31,3096021.2,3078205.2,,,,115.6,222.8,111.1,215.4,678.6,12.7,41.88600819,-87.64474357,"(41.88600819, -87.64474357)"
2018,101527,Sankofa House,Submitted,4041 W Roosevelt Rd,60624,4.0,false,NORTH LAWNDALE,Multifamily Housing,67988,2008,1,6819,91,1075960.6,3288637.6,,,,64.2,95.1,64.3,94.2,353.7,5.2,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
